County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag
Maury,Vascular Plant,Flowering Plant,Apios priceana,Price's Potato-bean,G3,S3,LT,E,Openings In Rich Woods,Possible
Maury,Vascular Plant,Flowering Plant,Mirabilis albida,Pale Umbrella-wort,G5,S2,--,T,Glades,Upland
Maury,Vascular Plant,Flowering Plant,Allium tricoccum,Ramps,G5,S1S2,--,S-CE,Rich Woods,Possible
Maury,Vascular Plant,Flowering Plant,Turritis glabra,Tower-mustard,G5,S1,--,S,Barrens And Open Floodplains,Possible
Maury,Invertebrate Animal,Insect,Gomphus sandrius,Tennessee Clubtail,G1,S1,--,"Rare, Not State Listed",Slow streams with bare bedrock shores; Central Basin; upper Duck River and middle Cumberland River watersheds.,Aquatic
Maury,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
Maury,Vascular Plant,Flowering Plant,Amsonia tabernaemontana var. gattingeri,Limestone Blue Star,G5T3Q,S3,--,S,"Glades, Barrens, And Rocky River Bars",Possible
Maury,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
Maury,Vascular Plant,Flowering Plant,Paysonia densipila,Duck River Bladderpod,G3,S3,--,S,Cultivated Fields,Possible
Maury,Vertebrate Animal,Fish,Etheostoma aquali,Coppercheek Darter,G2G3,S2S3,--,T,"Primarily in deep riffles, runs, and flowing pools; Duck and Buffalo River watersheds.",Aquatic
Maury,Vascular Plant,Flowering Plant,Stellaria fontinalis,Water Stitchwort,G3,S3,--,S,Seeps And Limestone Creek Beds,Possible
Maury,Animal Assemblage,No Data,Rookery,Heron Rookery,G5,SNR,--,"Rare, Not State Listed",No Data,No Data
Maury,Invertebrate Animal,Insect,Pseudanophthalmus bendermani,Benderman's Cave Beetle,G1G2,S1S2,--,"Rare, Not State Listed",Terrestrial cave obligate; Central Basin.,Upland
McMinn,Invertebrate Animal,Arachnid,Hesperochernes mirabilis,Southeastern Cave Pseudoscorpion,G5,S3,--,"Rare, Not State Listed",Terrestrial cave obligate; woodrat debris in caves; middle Tennessee.,Upland
McMinn,Vertebrate Animal,Bird,Limnothlypis swainsonii,Swainson's Warbler,G4,S3,--,D,"Mature, rich, damp, deciduous floodplain and swamp forests.",Possible
McMinn,Vertebrate Animal,Reptile,Ophisaurus attenuatus longicaudus,Eastern Slender Glass Lizard,G5T5,S3,--,D,"Dry upland areas including brushy, cut-over woodlands and grassy fields; nearly statewide but obscure; fossorial.",Upland
McMinn,Invertebrate Animal,Insect,Gomphus consanguis,Cherokee Clubtail,G3,S1,--,"Rare, Not State Listed","Small, spring-fed streams w/sand, gravel & fine detritus substrate in partly shaded to open areas; Ridge & Valley.",Aquatic
McMinn,Vascular Plant,Flowering Plant,Platanthera cristata,Yellow Crested Orchid,G5,S2S3,--,S,Acidic Seeps And Stream Heads,Possible
McMinn,Vertebrate Animal,Mammal,Synaptomys cooperi,Southern Bog Lemming,G5,S4,--,D,"Marshy meadows, wet balds, & rich upland forests.",Possible
McMinn,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,No Status,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
McMinn,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
McMinn,Vascular Plant,Flowering Plant,Aureolaria patula,Spreading False-foxglove,G3,S3,--,S,Oak Woods And Edges,Upland
McMinn,Vascular Plant,Flowering Plant,Xerophyllum asphodeloides,Eastern Turkeybeard,G4,S3,--,T,Dry Oak Or Piney Woods,Upland
McMinn,Vertebrate Animal,Amphibian,Gyrinophilus gulolineatus,Berry Cave Salamander,G1Q,S1,C,T,Aquatic cave obligate; Ridge & Valley; formerly included with G. palleucus.,Aquatic
McMinn,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
McMinn,Vertebrate Animal,Amphibian,Hemidactylium scutatum,Four-toed Salamander,G5,S3,--,D,"Woodland swamps, shallow depressions, & sphagnum mats on acidic soils; middle & east Tennessee.",Possible
McMinn,International Vegetation Classification - Natural,Plant Community,Acer rubrum var. trilobum - Nyssa sylvatica / Osmunda cinnamomea - Carex intumescens / Sphagnum lescurii Seep Forest,Cumberland Forested Acidic Seep,G3?,S2S3,--,"Rare, Not State Listed",No Data,No Data
McMinn,Invertebrate Animal,Mollusc,Paravitrea umbilicaris,Open Supercoil,G3?,S2?,--,"Rare, Not State Listed","In pockets of deep, moist leaf litter on forested hillsides & ravines; Blue Ridge; southeast Tennessee.",Upland
McMinn,Invertebrate Animal,Mollusc,Lasmigona holstonia,Tennessee Heelsplitter,G3,S2,--,"Rare, Not State Listed","Spring runs, creeks, & small rivers, in subst of sand & mud; upper Tenn & Conasauga river watersheds; Blue Ridge & Ridge & Valley.",Aquatic
McMinn,Vascular Plant,Flowering Plant,Platanthera integrilabia,White Fringeless Orchid,G2G3,S2S3,LT,E,Acidic Seeps And Stream Heads,Possible
McMinn,Animal Assemblage,No Data,Rookery,Heron Rookery,G5,SNR,--,"Rare, Not State Listed",No Data,No Data
McNairy,Vertebrate Animal,Reptile,Macrochelys temminckii,Alligator Snapping Turtle,G3,S2S3,--,T,"Slow moving, deep water of rivers, sloughs, oxbows, swamps, and lakes; middle and west Tennessee; obscure.",Aquatic
McNairy,Vertebrate Animal,Bird,Limnothlypis swainsonii,Swainson's Warbler,G4,S3,--,D,"Mature, rich, damp, deciduous floodplain and swamp forests.",Possible
McNairy,Vertebrate Animal,Reptile,Ophisaurus attenuatus longicaudus,Eastern Slender Glass Lizard,G5T5,S3,--,D,"Dry upland areas including brushy, cut-over woodlands and grassy fields; nearly statewide but obscure; fossorial.",Upland
McNairy,Vascular Plant,Flowering Plant,Platanthera cristata,Yellow Crested Orchid,G5,S2S3,--,S,Acidic Seeps And Stream Heads,Possible
McNairy,Vascular Plant,Flowering Plant,Silene ovata,Ovate Catchfly,G3,S2,--,E,Open Oak Woods,Upland
McNairy,Vascular Plant,Flowering Plant,Cyperus plukenetii,Plukenet's Galingale,G5,S1,--,S,Sandy Barrens,Possible
McNairy,Vertebrate Animal,Mammal,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,G3G4,S3,--,D,"Caves, hollow trees, abandoned buildings; often associated with forested areas.",Upland
McNairy,Vascular Plant,Flowering Plant,Symphyotrichum ericoides var. ericoides,White Heath Aster,G5T5,S1,--,E,Barrens,Upland
McNairy,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible
McNairy,Vascular Plant,Flowering Plant,Polytaenia nuttallii,Prairie Parsley,G5,S1,--,T,Prairies And Open Dry Areas,Upland
McNairy,Invertebrate Animal,Crustacean,Faxonius wrighti,Hardin Crayfish,G2,S2,--,E,"Small-medium sized streams with cobble-sand substrates, under rocks or in leaf litter; western tribs of the Tennessee River in Hardin & McNairy counties.",Aquatic
McNairy,Vascular Plant,Flowering Plant,Sacciolepis striata,Gibbous Panic-grass,G5,S1,--,S,Floodplains And Shallow Pools,Possible
McNairy,Vascular Plant,Flowering Plant,Polygonum arifolium,Halberd-leaf Tearthumb,G5,S1,--,T,Wetlands And Marshes,Possible
McNairy,Vascular Plant,Flowering Plant,Stylisma humistrata,Southern Morning-glory,G4G5,S1,--,T,Dry Piney Woods,Upland
McNairy,Vertebrate Animal,Fish,Ammocrypta vivax,Scaly Sand Darter,G5,S2,--,D,Small to medium rivers with sandy substrate; Hatchie & Buffalo rivers.,Aquatic
McNairy,Invertebrate Animal,Insect,Ophiogomphus howei,Pygmy Snaketail,G3,S3?,--,"Rare, Not State Listed",Clear rivers with strong current over coarse cobbles and with periodic rapids; possible in Southern Appalachians.,Aquatic
McNairy,Vascular Plant,Flowering Plant,Drosera capillaris,Pink Sundew,G5,S1,--,T,Acidic Wetlands,Possible
McNairy,Vascular Plant,Flowering Plant,Pseudognaphalium helleri,Heller's Catfoot,G4G5,S2,--,S,Dry Sandy Woods,Upland
McNairy,Vascular Plant,Flowering Plant,Fuirena squarrosa,Hairy Umbrella-sedge,G4G5,S1,--,S,Stream And Lake Margins,Possible
McNairy,Vascular Plant,Flowering Plant,Polygala mariana,Maryland Milkwort,G5,S1,--,S,Sandy Alluvial Woods And Disturbed Areas,Possible
McNairy,Vertebrate Animal,Fish,Etheostoma cervus,Chickasaw Darter,G2G3,S2S3,--,D,Small streams with slow to moderate current and predominantly sandy substrates; Forked Deer River watershed.,Aquatic
McNairy,Vascular Plant,Flowering Plant,Magnolia virginiana,Sweetbay Magnolia,G5,S2,--,T,Forested Acidic Wetlands,Possible
McNairy,Vertebrate Animal,Fish,Ammocrypta beani,Naked Sand Darter,G5,S2,--,D,Shifting sand bottoms & sandy runs; Hatchie & Wolf rivers & their larger tribs.,Aquatic
McNairy,Invertebrate Animal,Crustacean,Creaserinus hortoni,Hatchie Burrowing Crayfish,G1,S1,--,E,"Primary burrower; uses saturated or seasonally saturated soils associated with permanent bodies of water; Mississippi River tributaries, Coastal Plain.",Aquatic
McNairy,Vascular Plant,Flowering Plant,Tridens flavus var. chapmanii,Chapman's Redtop,G5T3,S1,--,E,"Sandy Woods, Roadside Barrens",Possible
McNairy,Vertebrate Animal,Bird,Peucaea aestivalis,Bachman's Sparrow,G3,S1B,--,E,Dry open pine or oak woods; nests on the ground in dense cover.,Upland
McNairy,Vertebrate Animal,Mammal,Myotis sodalis,Indiana Myotis,G2,S1,LE,E,Hibernates in caves; spring/summer maternity roosts are normally under the bark of standing trees.,Upland
McNairy,Vascular Plant,Flowering Plant,Ceratophyllum echinatum,Prickly Hornwort,G4,S1,--,S,Slow Moving Streams,Aquatic
McNairy,Vascular Plant,Flowering Plant,Helianthus verticillatus,Whorled Sunflower,G1,S1,LE,E,Edge Of Creeks And Fields,Possible
McNairy,Vertebrate Animal,Fish,Noturus gladiator,Piebald Madtom,G3,S3,--,D,Large creeks & rivers in moderate-swift currents with clean sand or gravel substrates; Mississippi River tributaries.,Aquatic
McNairy,Vertebrate Animal,Bird,Thryomanes bewickii,Bewick's Wren,G5,S1,--,D,"Brushy areas, thickets and scrub in open country, open and riparian woodland.",Upland
McNairy,Vascular Plant,Flowering Plant,Plantago cordata,Heart-leaved Plantain,G4,S1,--,E,Limestone Creek Beds,Possible
McNairy,Vascular Plant,Flowering Plant,Eleocharis tortilis,Twisted Spike-rush,G5,S1,--,S,Swamps,Possible
Meigs,Animal Assemblage,No Data,Rookery,Heron Rookery,G5,SNR,--,"Rare, Not State Listed",No Data,No Data
Meigs,Invertebrate Animal,Mollusc,Cyprogenia stegaria,Fanshell,G1,S1,"LE, XN",E,Medium to large streams and rivers with coarse sand and gravel substrates; Cumberland and Tennessee river systems.,Aquatic
Meigs,Invertebrate Animal,Insect,Gomphus consanguis,Cherokee Clubtail,G3,S1,--,"Rare, Not State Listed","Small, spring-fed streams w/sand, gravel & fine detritus substrate in partly shaded to open areas; Ridge & Valley.",Aquatic
Meigs,Invertebrate Animal,Mollusc,Pleurobema rubrum,Pyramid Pigtoe,G2G3,S1S2,--,"Rare, Not State Listed",Rivers with strong current and firm sand/gravel substrates; TN & Cumb river systems incl KY Reservoir; W Uplands & W Highland Rim.,Aquatic
Meigs,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic
Meigs,Vascular Plant,Flowering Plant,Dalea candida,White Prairie-clover,G5,S2,--,T,Barrens,Upland
Meigs,Invertebrate Animal,Mollusc,Pleurobema oviforme,Tennessee Clubshell,G2G3,S2S3,--,"Rare, Not State Listed","Small, shallow streams & rivers with good current & coarse gravel/sand substrates; Tennessee & Cumberland river systems.",Aquatic
Meigs,Vascular Plant,Flowering Plant,Silphium pinnatifidum,Southern Prairie-dock,G3Q,S2,--,T,Barrens,Possible
Meigs,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,No Status,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Meigs,International Terrestrial Ecological System Classification,Plant Community,Southern Ridge and Valley Calcareous Glade and Woodland,Ridge and Valley Calcareous Glade and Woodland,GNR,SNR,--,"Rare, Not State Listed",No Data,No Data
Meigs,Vascular Plant,Flowering Plant,Symphyotrichum pratense,Barrens Silky Aster,G4?,S1,--,E,Barrens,Upland
Meigs,Vascular Plant,Flowering Plant,Neviusia alabamensis,Alabama Snow-wreath,G3,S2,--,T,Upland Woods,Upland
Meigs,Vascular Plant,Flowering Plant,Aureolaria patula,Spreading False-foxglove,G3,S3,--,S,Oak Woods And Edges,Upland
Meigs,Vascular Plant,Flowering Plant,Boechera patens,Spreading Rockcress,G3,S1,--,E,Moist Rocky Woods,Upland
Meigs,Vascular Plant,Flowering Plant,Sacciolepis striata,Gibbous Panic-grass,G5,S1,--,S,Floodplains And Shallow Pools,Possible
Meigs,Vertebrate Animal,Amphibian,Gyrinophilus gulolineatus,Berry Cave Salamander,G1Q,S1,C,T,Aquatic cave obligate; Ridge & Valley; formerly included with G. palleucus.,Aquatic
Meigs,Vertebrate Animal,Fish,Carpiodes velifer,Highfin Carpsucker,G4G5,S2S3,--,D,"Large rivers, mostly in Tennessee River drainage.",Aquatic
Meigs,Vascular Plant,Flowering Plant,Carex comosa,Bristly Sedge,G5,S2,--,T,Swamps,Possible
Meigs,Invertebrate Animal,Mollusc,Pleurobema plenum,Rough Pigtoe,G1,S1,"LE, XN",E,"Medium to large rivers in sand, gravel, and cobble substrates of shoals; Tennessee & Cumberland river systems.",Aquatic
Meigs,Vascular Plant,Flowering Plant,Diervilla lonicera,Northern Bush-honeysuckle,G5,S2,--,T,Rocky Woodlands And Bluffs,Upland
Meigs,Vascular Plant,Flowering Plant,Lithospermum bejariense,Western False Gromwell,G4G5T3,S1S2,--,T,Glades,Upland
Meigs,Vascular Plant,Flowering Plant,Liatris cylindracea,Slender Blazing-star,G5,S2,--,T,Barrens,Upland
Meigs,Vertebrate Animal,Fish,Acipenser fulvescens,Lake Sturgeon,G3G4,S1,--,E,"Bottoms of large, clean rivers and lakes.",Aquatic
Meigs,Vertebrate Animal,Fish,Percina tanasi,Snail Darter,G2G3,S2S3,LT,T,"Sand and gravel shoals of moderately flowing, vegetated, large creeks; upper Tennessee River watershed.",Aquatic
Meigs,Vertebrate Animal,Bird,Ixobrychus exilis,Least Bittern,G4G5,S2B,--,D,Marshes with scattered bushes or other woody growth; readily uses artificial wetland habitats.,Possible
Meigs,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland
Meigs,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic
Meigs,Vascular Plant,Flowering Plant,Helianthus occidentalis,Naked-stem Sunflower,G5,S2,--,S,Limestone Glades And Barrens,Upland
Monroe,Nonvascular Plant,Non-Vascular Plant,Jungermannia fossombronioides,A Liverwort,G4,S1,--,S,Low Elevation Rocky Streams,Possible
Monroe,Vertebrate Animal,Bird,Limnothlypis swainsonii,Swainson's Warbler,G4,S3,--,D,"Mature, rich, damp, deciduous floodplain and swamp forests.",Possible
Monroe,Vertebrate Animal,Reptile,Ophisaurus attenuatus longicaudus,Eastern Slender Glass Lizard,G5T5,S3,--,D,"Dry upland areas including brushy, cut-over woodlands and grassy fields; nearly statewide but obscure; fossorial.",Upland
Monroe,International Vegetation Classification - Natural,Plant Community,"Quercus stellata - Pinus virginiana / (Schizachyrium scoparium, Piptochaetium avenaceum) Woodland",Red Knobs Sandstone Post Oak - Virginia Pine Woodland,G2?,S1S2,--,"Rare, Not State Listed",No Data,No Data
Monroe,Vertebrate Animal,Fish,Noturus baileyi,Smoky Madtom,G1,S1,"LE,XN",E,"Clear, cool, rocky riffles, runs, and flowing pools of mountain creeks; lower Little Tennessee River system.",Aquatic
Monroe,Vertebrate Animal,Fish,Etheostoma gutselli,Tuckasegee Darter,G3G4,S1,--,E,Swift riffle areas with coarse rubble; Little Tennessee & Pigeon rivers.,Aquatic
Monroe,Invertebrate Animal,Mollusc,Paravitrea lamellidens,Lamellate Supercoil,G2,S2,--,"Rare, Not State Listed","Deep, moist leaf litter below boulder slopes, bluffs; boggy seeps; forested hillsides & ravines; central & southern Blue Ridge.",Possible
Monroe,Vascular Plant,Flowering Plant,Potamogeton epihydrus,Nuttall's Pondweed,G5,S1S2,--,S,Lakes And Streams,Aquatic
Monroe,Vascular Plant,Flowering Plant,Hydrophyllum virginianum,Appalachian Waterleaf,G5,S3,--,T,Alluvial Woods,Possible
Monroe,Vertebrate Animal,Bird,Vermivora chrysoptera,Golden-winged Warbler,G4,S3B,--,T,Early successional habitats in foothill regions of Appalachians.,Upland
Monroe,Vertebrate Animal,Mammal,Synaptomys cooperi,Southern Bog Lemming,G5,S4,--,D,"Marshy meadows, wet balds, & rich upland forests.",Possible
Monroe,Vertebrate Animal,Mammal,Neotoma floridana haematoreia,Southern Appalachian Woodrat,G5T4Q,S2,--,D,Forests & talus slopes in southern Appalachians of southeastern Tennessee.,Upland
Monroe,Invertebrate Animal,Mollusc,Pleurobema oviforme,Tennessee Clubshell,G2G3,S2S3,--,"Rare, Not State Listed","Small, shallow streams & rivers with good current & coarse gravel/sand substrates; Tennessee & Cumberland river systems.",Aquatic
Monroe,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,No Status,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Monroe,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Monroe,Invertebrate Animal,Insect,Trechus talequah,A Carabid Beetle,GNR,S1,--,"Rare, Not State Listed",Terrestrial; known only from the Unicoi Mountains near Haw Knob between 4800-5000 ft; Monroe County.,Upland
Monroe,International Terrestrial Ecological System Classification,Plant Community,Southern Appalachian Spray Cliff,Southern Appalachian Spray Cliff,GNR,SNR,--,"Rare, Not State Listed",No Data,No Data
Monroe,Invertebrate Animal,Mollusc,Mesomphix rugeli,Wrinkled Button,G4,S3,--,"Rare, Not State Listed",Under leaf litter on wooded hillsides; far NE Tennessee; S Blue Ridge.,Upland
Monroe,Invertebrate Animal,Mollusc,Helicodiscus fimbriatus,Fringed Coil,G4,S3,--,"Rare, Not State Listed",In leaf litter or under rocks on wooded hillsides; southern Blue Ridge; southeast Tennessee.,Upland
Monroe,Vascular Plant,Flowering Plant,Poa palustris,Fowl Bluegrass,G5,S1,--,E,Wet Balds,Possible
Monroe,Vertebrate Animal,Fish,Noturus flavipinnis,Yellowfin Madtom,G1,S1,"LT,XN",T,Medium size to large creeks and small rivers that are unpolluted & relatively unsilted; upper Tennessee River watershed.,Aquatic
Monroe,Vertebrate Animal,Mammal,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,G3G4,S3,--,D,"Caves, hollow trees, abandoned buildings; often associated with forested areas.",Upland
Monroe,Invertebrate Animal,Mollusc,Glyphyalinia pentadelphia,Pink Glyph,G1G3,S2,--,"Rare, Not State Listed",Pockets of moist leaves in rich upland woods; mid-elevations of Blue Ridge; southeast Tennessee.,Upland
Monroe,Vertebrate Animal,Amphibian,Eurycea junaluska,Junaluska Salamander,G2G3,S2,--,D,"Beneath rocks along medium to large streams; S Blue Ridge; Monroe, Blount, & Sevier counties.",Aquatic
Monroe,Vascular Plant,Flowering Plant,Cardamine clematitis,Mountain Bittercress,G3,S2,--,T,High Elevation Seeps,Possible
Monroe,Vascular Plant,Flowering Plant,Monotropsis odorata,Sweet Pinesap,G3,S2,--,T,Piney Woods,Upland
Monroe,Vascular Plant,Flowering Plant,Thermopsis fraxinifolia,Ash-leaved Bush-pea,G3?,S3,--,T,Roadsides And Dry Open Woods,Upland
Monroe,Vascular Plant,Flowering Plant,Platanthera psycodes,Small Purple Fringed Orchid,G5,S2,--,S,Wet Woods And Bog Margins,Possible
Monroe,Vascular Plant,Fern and Fern Ally,Trichomanes petersii,Dwarf Filmy-fern,G4G5,S2,--,T,Rocky Seeps,Possible
Monroe,Invertebrate Animal,Mollusc,Fumonelix wheatleyi,Cinnamon Covert,G4,S3,--,"Rare, Not State Listed","Leaf litter, logs, talus in mixed woodlands, coves @ mid-upper elevations of Blue Ridge; Blount, Carter, Cocke, Monroe, & Sevier cos.",Upland
Monroe,Vascular Plant,Flowering Plant,Streptopus roseus,Rosy Twisted-stalk,G5,S2,--,S,"Rich, Moist Mountain Woods",Upland
Monroe,Vertebrate Animal,Mammal,Myotis leibii,Eastern Small-footed Myotis,G4,S2S3,--,D,"Hibernates in caves & mines; also uses abandoned buildings, bridges, and barns seasonally.",Upland
Monroe,Vertebrate Animal,Fish,Clinostomus funduloides ssp. 1,Smoky Dace,G5T3Q,S1S2,--,D,Upland tributaries of Little Tennessee River; east Tennessee.,Aquatic
Monroe,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
Monroe,Vascular Plant,Flowering Plant,Aureolaria patula,Spreading False-foxglove,G3,S3,--,S,Oak Woods And Edges,Upland
Monroe,Vascular Plant,Plant: Gymnosperm,Abies fraseri,Fraser Fir,G2,S1S2,--,T,Forests Above 5500 Ft,Possible
Monroe,Vascular Plant,Flowering Plant,Xerophyllum asphodeloides,Eastern Turkeybeard,G4,S3,--,T,Dry Oak Or Piney Woods,Upland
Monroe,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible
Monroe,Vascular Plant,Flowering Plant,Melanthium latifolium,Broadleaf Bunchflower,G5,S1S2,--,E,Oak Forest,Possible
Monroe,Nonvascular Plant,Non-Vascular Plant,Mnium carolinianum,Carolina Mnium,G3,S1,--,S,Rocks & Streambanks In Humid Gorges,Upland
Monroe,Vascular Plant,Fern and Fern Ally,Botrychium matricariifolium,Chamomile Grapefern,G5,S1,--,S,Mountain Woods And Thickets,Possible
Monroe,Vascular Plant,Flowering Plant,Helianthemum canadense,Canada Frostweed,G5,S1,--,E,Dry Ridges,Upland
Monroe,Invertebrate Animal,Insect,Bombus affinis,Rusty Patched Bumble Bee,G2,S1,LE,"Rare, Not State Listed",No Data,No Data
Monroe,Invertebrate Animal,Mollusc,Striatura exigua,Ribbed Striate,G5,S1,--,"Rare, Not State Listed",Moist leaf litter of forested slopes; Blue Ridge; a northern species that apparently follows the spine of the Appalachians south.,Upland
Monroe,Invertebrate Animal,Insect,Speyeria diana,Diana Fritillary,G2G3,S3,--,"Rare, Not State Listed","Fields, edges, and openings in moist, rich, forested mountains and valleys; Blue Ridge & Cumberland Plateau generally.",Upland
Monroe,Vascular Plant,Fern and Fern Ally,Trichomanes boschianum,Bristle-fern,G4,S1S2,--,T,Rocky Seeps,Possible
Monroe,Vascular Plant,Flowering Plant,Glyceria laxa,Northern Mannagrass,G5TUQ,S1,--,E,Bogs And Wet Areas,No Data
Monroe,Vascular Plant,Flowering Plant,Carex ruthii,Ruth's Sedge,G3G4,S2,--,T,Mountain Forests And Wet Areas,Possible
Monroe,Nonvascular Plant,Non-Vascular Plant,Porella wataugensis,Watauga Porella,G1G2Q,S1S2,--,T,"Moist Boulders & Cliffs, Phyllite",Possible
Monroe,Invertebrate Animal,Mollusc,Toxolasma lividus,Purple Lilliput,G3,S1S2,--,"Rare, Not State Listed","Small-medium sized rivers & lg creeks, in mud, sand, & gravel substrates; Tenn. & Cumberland river systems in headwater areas.",Aquatic
Monroe,Vascular Plant,Flowering Plant,Carex comosa,Bristly Sedge,G5,S2,--,T,Swamps,Possible
Monroe,Vertebrate Animal,Amphibian,Desmognathus aeneus,Seepage Salamander,G3G4,S1,--,D,"Leaf litter in mixed hardwood forests near small creeks, springs and seeps; southern Blue Ridge; SE Tennessee.",Possible
Monroe,Vertebrate Animal,Reptile,Pituophis melanoleucus melanoleucus,Northern Pinesnake,G4T4,S3,--,T,"Well-drained sandy soils in pine/pine-oak woods; dry mountain ridges; E portions of west TN, E to lower elev of the Appalachians.",Upland
Monroe,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Monroe,Vertebrate Animal,Amphibian,Hemidactylium scutatum,Four-toed Salamander,G5,S3,--,D,"Woodland swamps, shallow depressions, & sphagnum mats on acidic soils; middle & east Tennessee.",Possible
Monroe,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible
Monroe,Invertebrate Animal,Mollusc,Euchemotrema fraternum montanum,A Terrestrial Snail,G5T2,S2,--,"Rare, Not State Listed","On logs, in leaf litter, or under stones on mountainsides & in ravines; oak-hickory forests of the S Blue Ridge; far southeast Tenn.",Upland
Monroe,Nonvascular Plant,Non-Vascular Plant,Drepanolejeunea appalachiana,A Liverwort,G2?,S1,--,S,"Tree Bark, 2000-4500 Ft.",Upland
Monroe,Invertebrate Animal,Mollusc,Vertigo clappi,Cupped Vertigo,G1G2,S1,--,"Rare, Not State Listed",In leaf litter and moss on forested hillsides; Blue Ridge; Monroe County.,Upland
Monroe,Vascular Plant,Flowering Plant,Heracleum maximum,Cow-parsnip,G5,S2,--,S,Moist Woods And Floodplains,Possible
Monroe,Nonvascular Plant,Non-Vascular Plant,Lophocolea appalachiana,A Liverwort,G1G2Q,S1,--,S,Spray Cliffs,Possible
Monroe,Vascular Plant,Flowering Plant,Erysimum capitatum,Western Wallflower,G5,S1S2,--,E,Rocky Bluffs,Upland
Monroe,Vascular Plant,Flowering Plant,Adlumia fungosa,Climbing Fumitory,G4,S2,--,T,Rich Mesic Woods,Upland
Monroe,Vascular Plant,Flowering Plant,Carex manhartii,Manhart's Sedge,G3G4,S2,--,E,Mountain Slopes And Stream Banks,Upland
Monroe,Vascular Plant,Flowering Plant,Lathyrus palustris,Marsh Pea,G5,S1,--,S,Wet Woods & Marshes,Possible
Monroe,Vascular Plant,Flowering Plant,Stachys clingmanii,Clingman's Hedge-nettle,G2,S1S2,--,T,Mountain Clearings And Meadows,Upland
Monroe,Vertebrate Animal,Fish,Percina burtoni,Blotchside Logperch,G2G3,S2,--,D,"Habitat includes gravel runs and riffles of clear, small to medium rivers or large creeks.",No Data
Monroe,Vascular Plant,Flowering Plant,Draba ramosissima,Branching Whitlow-grass,G4,S2,--,S,Calcareous Bluffs,Upland
Monroe,Vascular Plant,Flowering Plant,Symplocos tinctoria,Horse-sugar,G5,S2,--,S,Floodplains And Moist Ravines,Possible
Monroe,Vertebrate Animal,Fish,Percina tanasi,Snail Darter,G2G3,S2S3,LT,T,"Sand and gravel shoals of moderately flowing, vegetated, large creeks; upper Tennessee River watershed.",Aquatic
Monroe,Nonvascular Plant,Non-Vascular Plant,Megaceros aenigmaticus,Megaceros,G3,S2S3,--,S,Mid-Elev. Streams On Wet Shaded Rocks,Possible
